state,year,quarter,per_person,total_cost,prev_per_person,prev_total_cost,per_person_change,total_cost_change,abs_person_change,abs_total_cost_change
Georgia,2014,3,372.65,3.26933079E8,367.62,3.22123377E8,5.03,4809702.0,5.03,4809702.0
Maryland,2008,1,328.66,5.365838E7,333.69,5.3128451E7,-5.03,529929.0,5.03,529929.0
Missouri,1997,1,344.14,7.1544418E7,349.17,7.6638901E7,-5.03,-5094483.0,5.03,5094483.0
District of Columbia,2015,1,321.89,2.5726552E7,326.92,2.6641238E7,-5.03,-914686.0,5.03,914686.0
Arkansas,2009,1,385.37,6.4906426E7,390.4,6.3814472E7,-5.03,1091954.0,5.03,1091954.0
Nevada,2004,3,313.27,1.6884272E7,318.3,1.7198955E7,-5.03,-314683.0,5.03,314683.0
Michigan,2011,2,391.42,3.76658299E8,396.44,3.89366215E8,-5.02,-1.2707916E7,5.02,1.2707916E7
Georgia,2015,2,378.59,3.15019189E8,383.61,3.20172866E8,-5.02,-5153677.0,5.02,5153677.0
Georgia,2019,4,337.6,2.14316805E8,332.58,2.11389718E8,5.02,2927087.0,5.02,2927087.0
Montana,2011,3,401.32,2.3412988E7,406.34,2.3581487E7,-5.02,-168499.0,5.02,168499.0
District of Columbia,1999,2,359.8,1.3316924E7,364.82,1.376853E7,-5.02,-451606.0,5.02,451606.0
Nevada,2013,2,355.56,6.218934E7,360.58,6.2209135E7,-5.02,-19795.0,5.02,19795.0
Oklahoma,1990,2,371.94,3.9380874E7,376.96,4.0078311E7,-5.02,-697437.0,5.02,697437.0
Michigan,2014,3,330.38,2.83575492E8,335.39,2.92374784E8,-5.01,-8799292.0,5.01,8799292.0
West Virginia,2011,1,379.71,6.0820626E7,384.72,6.1422865E7,-5.01,-602239.0,5.01,602239.0
New Mexico,2005,3,368.79,3.456219E7,373.8,3.4789626E7,-5.01,-227436.0,5.01,227436.0
New Mexico,2005,4,373.8,3.5721447E7,368.79,3.456219E7,5.01,1159257.0,5.01,1159257.0
Ohio,1991,2,392.87,1.99320065E8,397.88,1.97119923E8,-5.01,2200142.0,5.01,2200142.0
Iowa,2002,3,317.62,1.9522608E7,322.63,1.985603E7,-5.01,-333422.0,5.01,333422.0
Washington,1996,4,328.58,7.0271721E7,333.59,7.0365927E7,-5.01,-94206.0,5.01,94206.0
North Dakota,2003,3,310.81,5427397.0,315.82,5574761.0,-5.01,-147364.0,5.01,147364.0
Georgia,1998,1,350.24,9.1363955E7,355.24,9.3845726E7,-5.0,-2481771.0,5.0,2481771.0
New Mexico,1995,1,407.78,3.5675696E7,412.78,3.5689554E7,-5.0,-13858.0,5.0,13858.0
Idaho,2011,1,462.7,4.4265193E7,467.7,4.265504E7,-5.0,1610153.0,5.0,1610153.0
New York,2017,2,322.95,5.19149897E8,327.95,5.31222011E8,-5.0,-1.2072114E7,5.0,1.2072114E7
Oklahoma,1989,3,334.54,3.330987E7,339.54,3.4482227E7,-5.0,-1172357.0,5.0,1172357.0
Nebraska,1992,1,357.55,1.5383002E7,362.55,1.4813841E7,-5.0,569161.0,5.0,569161.0
New Mexico,2007,2,351.74,3.2076226E7,356.73,3.2864907E7,-4.99,-788681.0,4.99,788681.0
Tennessee,1991,2,382.59,9.3191511E7,387.58,9.3003005E7,-4.99,188506.0,4.99,188506.0
Nevada,2010,4,394.91,5.9255031E7,399.9,5.7155121E7,-4.99,2099910.0,4.99,2099910.0
Indiana,2015,2,371.21,1.39273308E8,376.2,1.44751591E8,-4.99,-5478283.0,4.99,5478283.0
North Dakota,1995,3,340.5,5530656.0,345.49,5844609.0,-4.99,-313953.0,4.99,313953.0
Louisiana,2000,4,369.53,7.1820969E7,364.55,6.9669639E7,4.98,2151330.0,4.98,2151330.0
New Hampshire,2022,3,497.05,1.8473962E7,502.03,1.8297845E7,-4.98,176117.0,4.98,176117.0
New Hampshire,2024,3,309.33,1.3196074E7,314.31,1.3358606E7,-4.98,-162532.0,4.98,162532.0
North Carolina,1990,2,357.56,5.9497892E7,362.54,6.0131852E7,-4.98,-633960.0,4.98,633960.0
South Dakota,2020,3,456.12,1.6861519E7,461.1,1.7155156E7,-4.98,-293637.0,4.98,293637.0
Idaho,2002,3,327.56,9388426.0,332.54,9576323.0,-4.98,-187897.0,4.98,187897.0
Idaho,2012,3,417.98,4.102957E7,422.96,4.2404304E7,-4.98,-1374734.0,4.98,1374734.0
Washington,1997,1,323.6,6.8869552E7,328.58,7.0271721E7,-4.98,-1402169.0,4.98,1402169.0
Washington,2013,2,328.88,1.94690709E8,333.86,1.97327067E8,-4.98,-2636358.0,4.98,2636358.0
Kansas,1993,2,361.46,2.6963873E7,366.43,2.6947008E7,-4.97,16865.0,4.97,16865.0
Montana,1990,1,411.1,8887107.0,416.07,8497647.0,-4.97,389460.0,4.97,389460.0
New York,2000,4,296.17,2.10839754E8,291.2,2.04229364E8,4.97,6610390.0,4.97,6610390.0
Virgin Islands,2017,2,472.01,5971103.0,476.98,6150880.0,-4.97,-179777.0,4.97,179777.0
Wisconsin,1994,3,327.02,3.9732657E7,331.99,4.0315207E7,-4.97,-582550.0,4.97,582550.0
Massachusetts,1993,1,327.5,6.2047877E7,332.47,6.2069567E7,-4.97,-21690.0,4.97,21690.0
Washington,2010,2,361.19,1.75819182E8,366.16,1.70114787E8,-4.97,5704395.0,4.97,5704395.0
Alaska,2018,3,507.6,1.9181981E7,502.64,1.9929564E7,4.96,-747583.0,4.96,747583.0
Kansas,2000,1,244.81,1.2987991E7,249.77,1.3115121E7,-4.96,-127130.0,4.96,127130.0
Maryland,1997,3,347.2,5.0727646E7,352.16,5.2768522E7,-4.96,-2040876.0,4.96,2040876.0
District of Columbia,2016,4,309.1,2.3060701E7,314.06,2.3344716E7,-4.96,-284015.0,4.96,284015.0
New Mexico,2018,2,310.07,6.8160151E7,315.03,6.9553074E7,-4.96,-1392923.0,4.96,1392923.0
Nebraska,1990,3,320.24,1.2033573E7,325.2,1.2373718E7,-4.96,-340145.0,4.96,340145.0
Nebraska,1994,3,319.26,1.4078767E7,324.22,1.4562745E7,-4.96,-483978.0,4.96,483978.0
Wyoming,2006,2,347.68,3505651.0,352.63,3685967.0,-4.95,-180316.0,4.95,180316.0
Kansas,2022,3,525.68,5.0766634E7,530.63,5.1393596E7,-4.95,-626962.0,4.95,626962.0
Oklahoma,1994,2,368.21,5.5718651E7,373.16,5.6609879E7,-4.95,-891228.0,4.95,891228.0
Washington,2017,4,281.23,1.42539502E8,286.18,1.46348724E8,-4.95,-3809222.0,4.95,3809222.0
Utah,2006,2,348.95,1.8914124E7,353.89,1.940647E7,-4.94,-492346.0,4.94,492346.0
Pennsylvania,1991,1,349.09,1.58653649E8,354.03,1.54393787E8,-4.94,4259862.0,4.94,4259862.0
Arkansas,2025,2,331.57,4.2124889E7,336.51,4.2757977E7,-4.94,-633088.0,4.94,633088.0
West Virginia,2000,1,310.32,3.0189462E7,315.25,3.1015061E7,-4.93,-825599.0,4.93,825599.0
Iowa,2001,2,305.72,1.680223E7,300.79,1.6313844E7,4.93,488386.0,4.93,488386.0
Michigan,2007,2,321.64,1.79863457E8,326.56,1.80642071E8,-4.92,-778614.0,4.92,778614.0
Hawaii,1997,2,566.24,3.1385601E7,561.32,3.2455831E7,4.92,-1070230.0,4.92,1070230.0
Nebraska,1996,4,306.32,1.268539E7,311.24,1.3143169E7,-4.92,-457779.0,4.92,457779.0
California,2000,2,384.54,2.56650825E8,389.45,2.65937786E8,-4.91,-9286961.0,4.91,9286961.0
Missouri,2023,2,404.02,1.3202836E8,408.93,1.35292874E8,-4.91,-3264514.0,4.91,3264514.0
Ohio,2003,4,351.64,1.42352868E8,346.73,1.36830263E8,4.91,5522605.0,4.91,5522605.0
Tennessee,1993,3,354.37,1.14837237E8,359.28,1.1515314E8,-4.91,-315903.0,4.91,315903.0
Illinois,2017,2,329.7,3.20401818E8,334.61,3.2593219E8,-4.91,-5530372.0,4.91,5530372.0
Wisconsin,2011,4,351.63,1.38153737E8,356.54,1.38091894E8,-4.91,61843.0,4.91,61843.0
North Dakota,1993,4,351.38,6336538.0,356.29,6563609.0,-4.91,-227071.0,4.91,227071.0
South Dakota,1995,1,381.69,7290756.0,386.59,7268587.0,-4.9,22169.0,4.9,22169.0
Rhode Island,2010,3,397.44,3.133589E7,402.34,3.0569998E7,-4.9,765892.0,4.9,765892.0
Wisconsin,2003,1,286.34,3.375517E7,291.24,3.3159252E7,-4.9,595918.0,4.9,595918.0
Iowa,2007,1,326.46,3.5140975E7,331.36,3.5137319E7,-4.9,3656.0,4.9,3656.0
California,2001,1,389.07,2.4289137E8,384.18,2.43050503E8,4.89,-159133.0,4.89,159133.0
Pennsylvania,1998,1,318.98,1.30606995E8,323.87,1.32975876E8,-4.89,-2368881.0,4.89,2368881.0
Massachusetts,1989,1,250.54,3.4094437E7,255.43,3.4142247E7,-4.89,-47810.0,4.89,47810.0
Kansas,2025,2,357.75,3.3295351E7,362.63,3.3615868E7,-4.88,-320517.0,4.88,320517.0
South Dakota,1990,3,412.71,6974942.0,417.59,7308995.0,-4.88,-334053.0,4.88,334053.0
California,2001,2,393.95,2.41777453E8,389.07,2.4289137E8,4.88,-1113917.0,4.88,1113917.0
Missouri,2016,4,358.23,1.26734579E8,353.35,1.25878523E8,4.88,856056.0,4.88,856056.0
Idaho,1997,2,327.05,8760330.0,331.93,9448916.0,-4.88,-688586.0,4.88,688586.0
Iowa,2009,1,359.44,4.7694171E7,364.32,4.6813261E7,-4.88,880910.0,4.88,880910.0
Indiana,2012,3,426.23,1.742384E8,421.35,1.68788152E8,4.88,5450248.0,4.88,5450248.0
Nebraska,1994,1,330.83,1.5010702E7,325.95,1.4648005E7,4.88,362697.0,4.88,362697.0
Virgin Islands,2006,3,577.75,2697485.0,582.62,2705061.0,-4.87,-7576.0,4.87,7576.0
Alaska,1989,3,575.49,4604626.0,580.35,5701893.0,-4.86,-1097267.0,4.86,1097267.0
Kansas,2016,4,329.72,3.7062382E7,334.58,3.7551791E7,-4.86,-489409.0,4.86,489409.0
Georgia,1992,4,402.54,1.24341078E8,407.4,1.21131625E8,-4.86,3209453.0,4.86,3209453.0
Oregon,2006,3,272.84,6.0745032E7,277.7,6.2149815E7,-4.86,-1404783.0,4.86,1404783.0
West Virginia,1993,1,400.29,5.0261782E7,405.15,4.9153957E7,-4.86,1107825.0,4.86,1107825.0
District of Columbia,1992,1,366.06,1.3078003E7,370.92,1.3407844E7,-4.86,-329841.0,4.86,329841.0
Minnesota,1995,2,310.35,4.0993062E7,315.21,4.156934E7,-4.86,-576278.0,4.86,576278.0
Oklahoma,1993,2,376.61,5.5333144E7,381.47,5.5819373E7,-4.86,-486229.0,4.86,486229.0
Colorado,2000,3,282.7,1.9216975E7,287.56,1.98592E7,-4.86,-642225.0,4.86,642225.0
Massachusetts,2000,3,252.38,2.6745591E7,257.24,2.7791498E7,-4.86,-1045907.0,4.86,1045907.0
Michigan,2008,3,314.31,1.90603668E8,319.16,1.91045777E8,-4.85,-442109.0,4.85,442109.0
Pennsylvania,2016,2,322.71,3.06882426E8,327.56,3.11984575E8,-4.85,-5102149.0,4.85,5102149.0
Minnesota,2003,3,304.54,3.4471874E7,309.39,3.4569678E7,-4.85,-97804.0,4.85,97804.0
New Hampshire,2002,3,251.92,5237485.0,256.76,5376470.0,-4.84,-138985.0,4.84,138985.0
Georgia,2012,2,415.89,3.68465416E8,420.73,3.65589066E8,-4.84,2876350.0,4.84,2876350.0
Ohio,2018,2,315.45,2.22328166E8,320.29,2.27662452E8,-4.84,-5334286.0,4.84,5334286.0
Arkansas,2000,1,331.51,3.2801241E7,336.35,3.3360654E7,-4.84,-559413.0,4.84,559413.0
Vermont,2012,2,334.48,1.6592841E7,339.32,1.6649122E7,-4.84,-56281.0,4.84,56281.0
Indiana,2018,1,341.11,9.4664301E7,345.95,9.7912352E7,-4.84,-3248051.0,4.84,3248051.0
Mississippi,2024,4,383.84,7.1098524E7,379.0,7.0415495E7,4.84,683029.0,4.84,683029.0
Louisiana,1991,3,449.41,1.18529805E8,454.24,1.19908183E8,-4.83,-1378378.0,4.83,1378378.0
Missouri,1993,3,382.81,9.1920203E7,377.98,8.9008942E7,4.83,2911261.0,4.83,2911261.0
Arkansas,1991,3,380.93,3.617286E7,385.76,3.676195E7,-4.83,-589090.0,4.83,589090.0
Nevada,2017,1,308.2,6.934592E7,313.03,7.0329551E7,-4.83,-983631.0,4.83,983631.0
Oklahoma,1996,3,355.37,5.0102679E7,360.2,5.2350073E7,-4.83,-2247394.0,4.83,2247394.0
Maine,1993,4,340.48,2.0381963E7,335.65,2.0194087E7,4.83,187876.0,4.83,187876.0
Texas,1996,3,411.92,3.47963507E8,416.74,3.63923067E8,-4.82,-1.595956E7,4.82,1.595956E7
Louisiana,1991,2,454.24,1.19908183E8,459.06,1.20256766E8,-4.82,-348583.0,4.82,348583.0
Florida,2004,2,298.08,1.7250236E8,302.9,1.73890975E8,-4.82,-1388615.0,4.82,1388615.0
Tennessee,2006,2,334.65,1.28778381E8,339.47,1.31316641E8,-4.82,-2538260.0,4.82,2538260.0
Connecticut,2014,3,322.14,7.9560461E7,326.96,7.980863E7,-4.82,-248169.0,4.82,248169.0
Maine,1993,3,335.65,2.0194087E7,340.47,2.1080548E7,-4.82,-886461.0,4.82,886461.0
Washington,2018,1,276.41,1.40389151E8,281.23,1.42539502E8,-4.82,-2150351.0,4.82,2150351.0
Nebraska,2000,1,276.34,9834482.0,281.16,1.0113007E7,-4.82,-278525.0,4.82,278525.0
Maryland,1999,1,335.38,4.0413076E7,340.19,4.327871E7,-4.81,-2865634.0,4.81,2865634.0
Colorado,1993,1,400.58,4.3697471E7,405.39,4.2950567E7,-4.81,746904.0,4.81,746904.0
Massachusetts,2007,2,251.36,6.0176242E7,256.17,6.1045282E7,-4.81,-869040.0,4.81,869040.0
Mississippi,2015,2,351.62,1.02792948E8,356.43,1.05674808E8,-4.81,-2881860.0,4.81,2881860.0
Delaware,1997,3,340.29,6250015.0,345.09,6606827.0,-4.8,-356812.0,4.8,356812.0
Oregon,1999,3,282.78,2.9975761E7,287.58,3.1416162E7,-4.8,-1440401.0,4.8,1440401.0
Ohio,1996,2,351.21,1.59114224E8,356.01,1.67676949E8,-4.8,-8562725.0,4.8,8562725.0
Mississippi,1992,2,415.46,8.2320355E7,420.26,8.2598375E7,-4.8,-278020.0,4.8,278020.0
Delaware,1998,3,323.25,5145634.0,328.04,5386896.0,-4.79,-241262.0,4.79,241262.0
New Hampshire,1996,1,313.76,7537027.0,318.55,7505135.0,-4.79,31892.0,4.79,31892.0
California,2012,3,462.96,8.51891377E8,467.75,8.37623893E8,-4.79,1.4267484E7,4.79,1.4267484E7
Maryland,1993,3,390.81,6.30354E7,395.6,6.3897041E7,-4.79,-861641.0,4.79,861641.0
Minnesota,1994,2,317.1,4.2659266E7,321.89,4.3042941E7,-4.79,-383675.0,4.79,383675.0
Iowa,1999,3,303.56,1.6176049E7,308.35,1.6760465E7,-4.79,-584416.0,4.79,584416.0
Iowa,2003,1,328.47,2.1721233E7,333.26,2.1374068E7,-4.79,347165.0,4.79,347165.0
Massachusetts,2002,1,275.51,3.1936429E7,280.3,3.1289275E7,-4.79,647154.0,4.79,647154.0
Alaska,2019,3,478.92,1.8516077E7,474.14,1.8619038E7,4.78,-102961.0,4.78,102961.0
Kansas,2005,2,318.52,2.4879619E7,323.3,2.5061741E7,-4.78,-182122.0,4.78,182122.0
Louisiana,1999,4,379.2,7.4619563E7,374.42,7.3392392E7,4.78,1227171.0,4.78,1227171.0
Connecticut,2010,4,380.92,7.6156508E7,385.7,7.4613833E7,-4.78,1542675.0,4.78,1542675.0
Illinois,1999,4,354.47,1.23866326E8,349.69,1.20301942E8,4.78,3564384.0,4.78,3564384.0
New York,2002,1,330.35,2.25964419E8,335.13,2.25639698E8,-4.78,324721.0,4.78,324721.0
South Dakota,2004,3,364.15,7711518.0,368.92,7863549.0,-4.77,-152031.0,4.77,152031.0
Arkansas,1997,4,344.65,3.4843905E7,339.88,3.4407948E7,4.77,435957.0,4.77,435957.0
Missouri,2015,4,352.51,1.41277301E8,357.27,1.42797597E8,-4.76,-1520296.0,4.76,1520296.0
Montana,2013,3,375.07,2.2346526E7,379.83,2.2667964E7,-4.76,-321438.0,4.76,321438.0
Kentucky,2013,1,370.17,1.5553562E8,374.93,1.55771667E8,-4.76,-236047.0,4.76,236047.0
New York,2000,3,291.2,2.04229364E8,295.96,2.1126464E8,-4.76,-7035276.0,4.76,7035276.0
Vermont,2006,3,281.16,6924457.0,285.92,6741372.0,-4.76,183085.0,4.76,183085.0
Maine,2002,2,260.09,1.4830374E7,264.85,1.501657E7,-4.76,-186196.0,4.76,186196.0
Michigan,2008,2,319.16,1.91045777E8,323.91,1.89739982E8,-4.75,1305795.0,4.75,1305795.0
New Hampshire,2018,4,254.28,1.0351135E7,249.53,1.0465382E7,4.75,-114247.0,4.75,114247.0
Maryland,1994,3,377.86,6.3414825E7,382.61,6.434576E7,-4.75,-930935.0,4.75,930935.0
District of Columbia,2019,3,272.89,1.7776459E7,277.64,1.7796831E7,-4.75,-20372.0,4.75,20372.0
Idaho,1998,2,317.41,7977854.0,322.16,8137174.0,-4.75,-159320.0,4.75,159320.0
Wisconsin,2024,2,315.2,1.16736867E8,319.95,1.18550304E8,-4.75,-1813437.0,4.75,1813437.0
Oklahoma,1998,2,320.51,3.7356063E7,325.26,3.9408826E7,-4.75,-2052763.0,4.75,2052763.0
Maine,1995,3,325.47,1.9224728E7,330.22,2.0164926E7,-4.75,-940198.0,4.75,940198.0
Texas,2023,3,403.5,5.80362871E8,408.24,6.12392271E8,-4.74,-3.20294E7,4.74,3.20294E7
California,2010,1,513.01,6.998511E8,517.75,6.73895737E8,-4.74,2.5955363E7,4.74,2.5955363E7
New Mexico,1991,3,447.61,3.0555716E7,452.35,2.9901666E7,-4.74,654050.0,4.74,654050.0
New Mexico,2010,4,439.08,7.4969797E7,443.82,7.27435E7,-4.74,2226297.0,4.74,2226297.0
Vermont,2017,4,290.22,1.2058073E7,294.96,1.216569E7,-4.74,-107617.0,4.74,107617.0
Virginia,2010,4,406.23,1.5961893E8,410.97,1.57388177E8,-4.74,2230753.0,4.74,2230753.0
Alaska,2007,4,536.58,1.0517143E7,531.85,1.1376578E7,4.73,-859435.0,4.73,859435.0
Georgia,2006,2,384.08,1.44863246E8,379.35,1.44975285E8,4.73,-112039.0,4.73,112039.0
Florida,1999,4,306.01,1.29701451E8,301.28,1.27716789E8,4.73,1984662.0,4.73,1984662.0
Idaho,2018,3,302.28,2.0368479E7,307.01,2.1426628E7,-4.73,-1058149.0,4.73,1058149.0
Massachusetts,1995,2,312.6,5.4726962E7,317.33,5.7967957E7,-4.73,-3240995.0,4.73,3240995.0
New Hampshire,2007,2,281.78,8225067.0,286.5,8262604.0,-4.72,-37537.0,4.72,37537.0
New Mexico,1997,1,384.58,3.0192117E7,389.3,3.2186822E7,-4.72,-1994705.0,4.72,1994705.0
Illinois,1995,1,391.06,1.9217532E8,395.78,1.95936071E8,-4.72,-3760751.0,4.72,3760751.0
Alabama,1994,2,383.31,8.2063668E7,388.03,8.454047E7,-4.72,-2476802.0,4.72,2476802.0
Colorado,1991,1,395.64,3.7550581E7,390.92,3.571662E7,4.72,1833961.0,4.72,1833961.0
North Dakota,2016,4,346.26,8742425.0,350.98,8897583.0,-4.72,-155158.0,4.72,155158.0
Kansas,2016,2,335.34,3.7922089E7,340.05,3.914119E7,-4.71,-1219101.0,4.71,1219101.0
Michigan,2015,3,320.67,2.58787377E8,325.38,2.66751389E8,-4.71,-7964012.0,4.71,7964012.0
South Dakota,1995,2,376.98,7013154.0,381.69,7290756.0,-4.71,-277602.0,4.71,277602.0
West Virginia,2015,2,308.74,5.6395778E7,313.45,5.7495698E7,-4.71,-1099920.0,4.71,1099920.0
Arkansas,1996,2,354.39,3.8876459E7,359.1,3.9429492E7,-4.71,-553033.0,4.71,553033.0
Iowa,2025,2,348.87,4.5494105E7,353.58,4.5435172E7,-4.71,58933.0,4.71,58933.0
Washington,1990,2,345.45,4.8863713E7,350.16,4.9003026E7,-4.71,-139313.0,4.71,139313.0
Louisiana,2008,2,360.26,9.7767525E7,364.96,9.930348E7,-4.7,-1535955.0,4.7,1535955.0
Pennsylvania,2017,1,312.63,2.9729731E8,317.33,3.01536008E8,-4.7,-4238698.0,4.7,4238698.0
New Mexico,1999,1,359.97,2.3985925E7,364.67,2.3650545E7,-4.7,335380.0,4.7,335380.0
New York,2008,2,307.49,3.24563085E8,312.19,3.21494776E8,-4.7,3068309.0,4.7,3068309.0
Iowa,2012,2,364.17,7.0119252E7,368.87,6.9854738E7,-4.7,264514.0,4.7,264514.0
Maine,1990,3,309.9,1.3276987E7,314.6,1.3389793E7,-4.7,-112806.0,4.7,112806.0
Nebraska,1999,3,281.47,1.0363062E7,286.17,1.061178E7,-4.7,-248718.0,4.7,248718.0
New Hampshire,1993,4,325.22,8320609.0,329.91,8413337.0,-4.69,-92728.0,4.69,92728.0
Utah,2008,2,353.51,1.9154986E7,358.2,1.8892583E7,-4.69,262403.0,4.69,262403.0
Ohio,2009,3,462.54,3.15961538E8,467.23,3.01892714E8,-4.69,1.4068824E7,4.69,1.4068824E7
Minnesota,2025,1,304.06,7.1832491E7,308.75,7.3729158E7,-4.69,-1896667.0,4.69,1896667.0
New Jersey,2002,3,313.55,4.6644565E7,318.24,4.7009688E7,-4.69,-365123.0,4.69,365123.0
Montana,2004,2,344.59,1.1468062E7,349.27,1.1489182E7,-4.68,-21120.0,4.68,21120.0
Florida,2016,1,315.13,6.25919622E8,319.81,6.54801518E8,-4.68,-2.8881896E7,4.68,2.8881896E7
Connecticut,1994,1,287.88,2.7857828E7,292.56,2.7876821E7,-4.68,-18993.0,4.68,18993.0
Minnesota,2003,1,300.51,3.2780863E7,305.19,3.2453236E7,-4.68,327627.0,4.68,327627.0
California,2023,3,329.19,9.98004003E8,333.85,9.99115096E8,-4.66,-1111093.0,4.66,1111093.0
Guam,2019,3,681.85,1.051016E7,677.19,1.0453117E7,4.66,57043.0,4.66,57043.0
Pennsylvania,2000,1,298.23,1.05969932E8,302.89,1.08532807E8,-4.66,-2562875.0,4.66,2562875.0
Florida,2007,2,288.52,1.80606629E8,293.18,1.79473991E8,-4.66,1132638.0,4.66,1132638.0
Tennessee,2010,2,423.62,2.45427576E8,428.28,2.42859137E8,-4.66,2568439.0,4.66,2568439.0
New York,2020,1,299.28,4.41866067E8,303.94,4.48979413E8,-4.66,-7113346.0,4.66,7113346.0
Delaware,1990,1,433.46,5358986.0,438.11,5052026.0,-4.65,306960.0,4.65,306960.0
Delaware,1999,3,373.72,5231505.0,378.37,5230992.0,-4.65,513.0,4.65,513.0
New Hampshire,2011,1,370.37,2.0048955E7,375.02,1.9868385E7,-4.65,180570.0,4.65,180570.0
Pennsylvania,1999,3,300.6,1.08699236E8,305.25,1.12775409E8,-4.65,-4076173.0,4.65,4076173.0
Ohio,2018,3,310.8,2.17964184E8,315.45,2.22328166E8,-4.65,-4363982.0,4.65,4363982.0
Iowa,2010,3,421.33,6.8240395E7,416.68,6.6089965E7,4.65,2150430.0,4.65,2150430.0
Texas,1997,1,398.93,3.10793353E8,403.57,3.30477485E8,-4.64,-1.9684132E7,4.64,1.9684132E7
Texas,2012,2,424.15,6.93502898E8,428.79,7.13427625E8,-4.64,-1.9924727E7,4.64,1.9924727E7
South Carolina,2010,2,431.32,1.56840182E8,435.96,1.54394811E8,-4.64,2445371.0,4.64,2445371.0
Montana,2001,2,312.04,8411758.0,316.68,8433773.0,-4.64,-22015.0,4.64,22015.0
Ohio,1991,1,397.88,1.97119923E8,402.52,1.93128407E8,-4.64,3991516.0,4.64,3991516.0
Minnesota,2017,3,294.65,6.5084443E7,299.29,6.6279641E7,-4.64,-1195198.0,4.64,1195198.0
Maine,2000,4,245.07,1.2677233E7,240.43,1.2224145E7,4.64,453088.0,4.64,453088.0
Texas,1994,2,422.6,4.21762359E8,427.23,4.32696188E8,-4.63,-1.0933829E7,4.63,1.0933829E7
Michigan,2004,3,307.92,1.3539823E8,312.55,1.32024223E8,-4.63,3374007.0,4.63,3374007.0
North Carolina,1995,3,335.1,8.508976E7,339.73,8.6599973E7,-4.63,-1510213.0,4.63,1510213.0
Maryland,2015,1,326.51,1.31687221E8,331.14,1.34273637E8,-4.63,-2586416.0,4.63,2586416.0
Illinois,1989,1,404.6,1.64135668E8,409.23,1.6590768E8,-4.63,-1772012.0,4.63,1772012.0
Nevada,2011,3,377.26,6.1696855E7,381.89,6.0425939E7,-4.63,1270916.0,4.63,1270916.0
Colorado,2001,3,291.86,2.066925E7,287.23,1.9982923E7,4.63,686327.0,4.63,686327.0
Nebraska,1992,4,343.09,1.5080247E7,347.72,1.513695E7,-4.63,-56703.0,4.63,56703.0
Arizona,2014,2,370.33,1.64724868E8,374.95,1.65295537E8,-4.62,-570669.0,4.62,570669.0
Louisiana,1997,1,394.78,8.7350135E7,399.4,9.4963036E7,-4.62,-7612901.0,4.62,7612901.0
Kentucky,2004,2,336.63,7.816688E7,341.25,7.8387702E7,-4.62,-220822.0,4.62,220822.0
Ohio,2002,2,330.88,1.11126684E8,335.5,1.09940356E8,-4.62,1186328.0,4.62,1186328.0
Arkansas,2004,1,359.53,5.045911E7,364.15,4.8079143E7,-4.62,2379967.0,4.62,2379967.0
Alabama,2018,4,327.64,1.14876801E8,323.02,1.14685664E8,4.62,191137.0,4.62,191137.0
New Jersey,1989,2,370.3,5.0540253E7,374.92,5.089542E7,-4.62,-355167.0,4.62,355167.0
Louisiana,2009,4,461.05,1.57421529E8,465.66,1.51107232E8,-4.61,6314297.0,4.61,6314297.0
Oregon,2006,2,277.7,6.2149815E7,282.31,6.3192314E7,-4.61,-1042499.0,4.61,1042499.0
District of Columbia,2015,2,317.28,2.5101729E7,321.89,2.5726552E7,-4.61,-624823.0,4.61,624823.0
New Mexico,1994,2,409.11,3.5696419E7,413.72,3.6484943E7,-4.61,-788524.0,4.61,788524.0
Louisiana,1994,3,417.35,1.14328776E8,421.95,1.16689333E8,-4.6,-2360557.0,4.6,2360557.0
West Virginia,1991,1,426.14,4.4812142E7,430.74,4.2605944E7,-4.6,2206198.0,4.6,2206198.0
West Virginia,2009,3,395.64,5.7482158E7,400.24,5.6454749E7,-4.6,1027409.0,4.6,1027409.0
Virgin Islands,2008,3,556.09,2860047.0,560.69,2838790.0,-4.6,21257.0,4.6,21257.0
Maine,2007,2,271.07,2.2390122E7,275.67,2.2634212E7,-4.6,-244090.0,4.6,244090.0
Massachusetts,1990,1,287.41,4.3223747E7,292.01,4.291265E7,-4.6,311097.0,4.6,311097.0
South Dakota,2010,3,469.62,1.9612643E7,474.21,1.9376862E7,-4.59,235781.0,4.59,235781.0
Georgia,2004,2,373.78,1.32416924E8,378.37,1.32717692E8,-4.59,-300768.0,4.59,300768.0
Guam,1998,3,835.05,4315434.0,830.46,4127681.0,4.59,187753.0,4.59,187753.0
Missouri,1993,4,378.22,8.9606027E7,382.81,9.1920203E7,-4.59,-2314176.0,4.59,2314176.0
Colorado,2019,4,300.38,6.6889646E7,295.79,6.5961237E7,4.59,928409.0,4.59,928409.0
Indiana,2008,1,361.41,9.4848233E7,366.0,9.549504E7,-4.59,-646807.0,4.59,646807.0
Wyoming,2004,1,354.76,3755461.0,350.18,3618820.0,4.58,136641.0,4.58,136641.0
New York,2018,2,309.25,4.83344238E8,313.83,4.94636214E8,-4.58,-1.1291976E7,4.58,1.1291976E7
North Dakota,2011,2,412.66,1.1433666E7,417.24,1.1718445E7,-4.58,-284779.0,4.58,284779.0
North Carolina,2008,2,328.47,1.37748573E8,333.04,1.37291684E8,-4.57,456889.0,4.57,456889.0
